city_id,city_name,country,region,cost_of_living_index,rent_index,restaurant_price_index,latitude,longitude,travel_month,season,duration_days,num_travelers,accommodation_tier,travel_style,activity_density,flight_distance_km,num_stops,seasonality_multiplier,total_cost
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,1,off-peak,5,1,mid,explorer,medium,11008.1,1,1.0,1994.03
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,2,off-peak,5,3,budget,luxury,medium,12538.0,1,1.0,5316.88
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,8,peak,5,3,budget,backpacker,high,0.0,1,1.5,2898.6
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,9,shoulder,14,3,luxury,luxury,medium,3359.4,3,1.2,9020.72
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,4,shoulder,5,4,budget,backpacker,low,8526.2,1,1.2,4996.15
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,3,off-peak,21,2,luxury,explorer,high,2489.0,3,1.0,7210.28
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,8,peak,14,3,luxury,backpacker,high,550.4,3,1.5,8074.77
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,12,peak,3,3,luxury,explorer,low,5837.2,1,1.5,4193.08
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,1,off-peak,21,3,luxury,backpacker,high,6889.9,3,1.0,11367.6
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,2,off-peak,21,3,luxury,luxury,high,6166.1,3,1.0,18299.17
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,3,off-peak,14,1,luxury,explorer,medium,5863.2,3,1.0,4172.04
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,1,off-peak,3,3,mid,backpacker,low,6572.5,1,1.0,3109.48
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,2,off-peak,3,4,budget,luxury,low,6796.3,1,1.0,6342.86
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,3,off-peak,21,4,luxury,backpacker,medium,5422.0,3,1.0,9051.17
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,4,shoulder,14,2,luxury,explorer,medium,7925.3,3,1.2,5507.75
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,11,off-peak,21,3,mid,luxury,medium,10851.7,3,1.0,16296.28
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,6,peak,3,2,luxury,backpacker,low,13932.0,1,1.5,3619.86
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,2,off-peak,21,1,budget,backpacker,low,16309.8,3,1.0,2563.14
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,4,shoulder,7,4,budget,luxury,low,15332.5,2,1.2,13242.14
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,12,peak,14,4,budget,explorer,medium,8069.8,3,1.5,9797.7
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,7,peak,7,4,mid,explorer,high,11008.1,2,1.5,10773.52
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,1,off-peak,21,1,budget,explorer,high,12538.0,3,1.0,3437.16
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,4,shoulder,5,2,luxury,explorer,low,0.0,1,1.2,2938.19
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,7,peak,5,3,mid,backpacker,low,3359.4,1,1.5,1727.24
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,9,shoulder,3,1,luxury,luxury,low,8526.2,1,1.2,1715.95
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,2,off-peak,5,2,mid,explorer,medium,2489.0,1,1.0,1598.75
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,1,off-peak,5,4,budget,explorer,medium,550.4,1,1.0,2881.5
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,8,peak,7,4,luxury,luxury,high,5837.2,2,1.5,14814.48
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,4,shoulder,7,2,budget,luxury,high,6889.9,2,1.2,5680.16
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,9,shoulder,3,3,budget,backpacker,high,6166.1,1,1.2,3176.94
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,9,shoulder,5,1,luxury,backpacker,low,5863.2,1,1.2,1843.06
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,2,off-peak,14,1,luxury,backpacker,medium,6572.5,3,1.0,2749.1
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,4,shoulder,14,1,luxury,backpacker,medium,6796.3,3,1.2,3603.98
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,11,off-peak,14,3,mid,backpacker,high,5422.0,3,1.0,6723.99
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,7,peak,5,3,mid,explorer,low,7925.3,1,1.5,4447.69
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,1,off-peak,10,1,budget,luxury,low,10851.7,2,1.0,2965.89
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,6,peak,3,2,mid,explorer,low,13932.0,1,1.5,3562.34
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,8,peak,14,3,luxury,luxury,high,16309.8,3,1.5,14666.99
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,5,shoulder,21,1,budget,explorer,low,15332.5,3,1.2,4590.05
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,2,off-peak,21,2,mid,explorer,high,8069.8,3,1.0,7211.22
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,11,off-peak,21,3,luxury,explorer,medium,11008.1,3,1.0,13506.06
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,1,off-peak,3,4,mid,backpacker,low,12538.0,1,1.0,6021.5
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,5,shoulder,5,4,luxury,luxury,medium,0.0,1,1.2,8408.33
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,9,shoulder,3,1,budget,luxury,low,3359.4,1,1.2,737.34
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,10,shoulder,14,2,mid,backpacker,low,8526.2,3,1.2,3478.02
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,5,shoulder,7,1,mid,backpacker,high,2489.0,2,1.2,1195.98
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,9,shoulder,10,2,budget,backpacker,low,550.4,2,1.2,1720.39
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,7,peak,3,2,luxury,explorer,medium,5837.2,1,1.5,3193.32
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,4,shoulder,7,2,luxury,backpacker,medium,6889.9,2,1.2,3243.1
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,1,off-peak,10,2,budget,explorer,medium,6166.1,2,1.0,3650.75
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,4,shoulder,5,1,luxury,backpacker,medium,5863.2,1,1.2,2073.77
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,6,peak,7,1,mid,explorer,high,6572.5,2,1.5,1976.96
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,9,shoulder,7,1,budget,explorer,low,6796.3,2,1.2,1729.65
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,10,shoulder,7,1,budget,luxury,medium,5422.0,2,1.2,2127.94
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,7,peak,14,1,mid,luxury,low,7925.3,3,1.5,4755.89
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,5,shoulder,3,4,budget,luxury,high,10851.7,1,1.2,7724.64
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,12,peak,21,2,mid,explorer,low,13932.0,3,1.5,5623.16
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,11,off-peak,7,3,luxury,backpacker,high,16309.8,2,1.0,7679.27
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,11,off-peak,10,3,mid,luxury,medium,15332.5,2,1.0,11670.38
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,9,shoulder,5,2,mid,luxury,medium,8069.8,1,1.2,3573.01
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,10,shoulder,14,3,mid,luxury,low,11008.1,3,1.2,12737.73
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,5,shoulder,7,2,mid,luxury,high,12538.0,2,1.2,4916.67
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,8,peak,21,2,luxury,explorer,high,0.0,3,1.5,14974.75
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,3,off-peak,21,1,mid,luxury,high,3359.4,3,1.0,4318.29
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,4,shoulder,21,3,budget,backpacker,low,8526.2,3,1.2,5830.68
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,1,off-peak,3,2,mid,luxury,low,2489.0,1,1.0,1382.03
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,10,shoulder,5,4,mid,explorer,low,550.4,1,1.2,2884.05
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,3,off-peak,21,1,budget,explorer,low,5837.2,3,1.0,3552.19
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,9,shoulder,10,1,luxury,backpacker,low,6889.9,2,1.2,2698.98
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,8,peak,5,4,luxury,luxury,high,6166.1,1,1.5,8899.96
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,8,peak,14,4,luxury,explorer,low,5863.2,3,1.5,12168.46
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,12,peak,10,4,mid,backpacker,high,6572.5,2,1.5,8048.72
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,8,peak,21,2,mid,explorer,low,6796.3,3,1.5,8530.14
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,12,peak,7,2,mid,explorer,medium,5422.0,2,1.5,3498.79
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,3,off-peak,5,4,luxury,backpacker,high,7925.3,1,1.0,6137.79
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,4,shoulder,3,4,mid,explorer,high,10851.7,1,1.2,6783.55
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,7,peak,10,1,luxury,explorer,medium,13932.0,2,1.5,3032.89
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,1,off-peak,7,3,mid,explorer,high,16309.8,2,1.0,7457.93
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,10,shoulder,5,4,budget,explorer,medium,15332.5,1,1.2,8742.45
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,8,peak,3,4,mid,luxury,high,8069.8,1,1.5,7043.88
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,8,peak,5,1,mid,luxury,high,11008.1,1,1.5,3049.44
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,11,off-peak,3,1,luxury,explorer,low,12538.0,1,1.0,1719.14
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,5,shoulder,10,3,budget,explorer,medium,0.0,2,1.2,5243.76
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,6,peak,10,3,mid,explorer,low,3359.4,2,1.5,3397.26
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,1,off-peak,7,2,luxury,backpacker,high,8526.2,2,1.0,3766.21
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,1,off-peak,3,2,budget,backpacker,high,2489.0,1,1.0,1226.34
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,11,off-peak,3,2,mid,luxury,medium,550.4,1,1.0,1727.05
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,6,peak,5,1,budget,explorer,low,5837.2,1,1.5,1522.43
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,10,shoulder,21,4,mid,luxury,low,6889.9,3,1.2,22558.91
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,2,off-peak,14,2,budget,luxury,medium,6166.1,3,1.0,7412.07
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,2,off-peak,14,1,mid,luxury,medium,5863.2,3,1.0,4423.33
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,11,off-peak,7,1,luxury,luxury,medium,6572.5,2,1.0,2521.94
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,8,peak,3,4,mid,luxury,medium,6796.3,1,1.5,7367.69
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,12,peak,5,4,budget,luxury,high,5422.0,1,1.5,8885.36
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,9,shoulder,10,4,mid,luxury,high,7925.3,2,1.2,13432.47
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,5,shoulder,7,2,budget,explorer,medium,10851.7,2,1.2,4169.81
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,10,shoulder,21,4,mid,backpacker,medium,13932.0,3,1.2,11843.42
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,6,peak,5,4,budget,explorer,medium,16309.8,1,1.5,8186.98
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,12,peak,7,1,luxury,backpacker,low,15332.5,2,1.5,4071.77
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,4,shoulder,21,4,mid,luxury,low,8069.8,3,1.2,15771.67
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,8,peak,10,1,budget,explorer,low,11008.1,2,1.5,2649.4
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,7,peak,21,2,mid,luxury,high,12538.0,3,1.5,9995.2
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,6,peak,10,3,mid,luxury,medium,0.0,2,1.5,14379.6
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,5,shoulder,7,3,budget,backpacker,high,3359.4,2,1.2,3167.19
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,9,shoulder,21,2,budget,backpacker,high,8526.2,3,1.2,6550.81
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,8,peak,7,3,budget,backpacker,medium,2489.0,2,1.5,2581.01
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,1,off-peak,21,2,mid,backpacker,low,550.4,3,1.0,3451.96
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,9,shoulder,7,2,luxury,explorer,low,5837.2,2,1.2,4351.79
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,8,peak,10,4,mid,backpacker,low,6889.9,2,1.5,6579.01
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,5,shoulder,10,1,budget,explorer,medium,6166.1,2,1.2,2237.22
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,1,off-peak,5,2,luxury,explorer,low,5863.2,1,1.0,3248.97
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,4,shoulder,3,4,luxury,luxury,high,6572.5,1,1.2,6414.65
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,8,peak,10,3,luxury,explorer,medium,6796.3,2,1.5,8627.04
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,10,shoulder,14,1,luxury,luxury,low,5422.0,3,1.2,4464.03
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,4,shoulder,7,1,budget,backpacker,low,7925.3,2,1.2,1404.67
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,9,shoulder,3,2,budget,explorer,medium,10851.7,1,1.2,3174.35
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,1,off-peak,5,3,luxury,explorer,high,13932.0,1,1.0,6073.96
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,8,peak,3,2,mid,luxury,high,16309.8,1,1.5,4365.43
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,7,peak,3,2,luxury,backpacker,medium,15332.5,1,1.5,4120.69
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,3,off-peak,3,1,budget,explorer,high,8069.8,1,1.0,1388.45
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,5,shoulder,10,1,mid,luxury,medium,11008.1,2,1.2,4020.46
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,12,peak,10,3,luxury,luxury,medium,12538.0,2,1.5,8363.56
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,7,peak,21,3,luxury,explorer,low,0.0,3,1.5,17370.77
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,2,off-peak,5,1,luxury,explorer,high,3359.4,1,1.0,1260.38
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,8,peak,14,4,mid,backpacker,high,8526.2,3,1.5,10616.27
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,7,peak,21,4,budget,explorer,medium,2489.0,3,1.5,10634.64
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,2,off-peak,5,3,mid,luxury,medium,550.4,1,1.0,4009.63
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,5,shoulder,21,4,luxury,backpacker,medium,5837.2,3,1.2,13572.76
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,2,off-peak,10,1,luxury,luxury,medium,6889.9,2,1.0,3917.05
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,7,peak,3,2,luxury,explorer,high,6166.1,1,1.5,3008.71
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,1,off-peak,5,3,luxury,backpacker,medium,5863.2,1,1.0,3866.03
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,8,peak,21,4,budget,backpacker,high,6572.5,3,1.5,12489.64
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,3,off-peak,7,1,luxury,explorer,low,6796.3,2,1.0,2027.94
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,4,shoulder,3,4,budget,luxury,low,5422.0,1,1.2,4835.83
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,9,shoulder,21,3,mid,explorer,medium,7925.3,3,1.2,9786.75
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,4,shoulder,10,2,mid,backpacker,high,10851.7,2,1.2,4538.84
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,2,off-peak,7,4,mid,luxury,medium,13932.0,2,1.0,9537.09
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,1,off-peak,7,3,luxury,luxury,high,16309.8,2,1.0,8262.03
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,9,shoulder,10,3,mid,luxury,high,15332.5,2,1.2,14370.07
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,7,peak,10,3,budget,luxury,low,8069.8,2,1.5,8018.06
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,7,peak,3,3,luxury,explorer,high,11008.1,1,1.5,5876.04
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,7,peak,10,2,mid,backpacker,low,12538.0,2,1.5,3556.36
city_new york,New York,United States,Americas,100.0,100.0,100.0,40.7128,-74.006,2,off-peak,10,1,luxury,explorer,low,0.0,2,1.0,3226.89
city_mexico city,Mexico City,Mexico,Americas,45.8,25.4,42.0,19.4326,-99.1332,12,peak,5,4,luxury,backpacker,low,3359.4,1,1.5,2365.37
city_buenos aires,Buenos Aires,Argentina,Americas,48.0,20.2,44.5,-34.6037,-58.3816,6,peak,14,4,luxury,backpacker,medium,8526.2,3,1.5,9171.69
city_cancun,Cancun,Mexico,Americas,58.4,28.0,52.0,21.1619,-86.8515,11,off-peak,14,4,mid,luxury,high,2489.0,3,1.0,13269.92
city_toronto,Toronto,Canada,Americas,79.4,54.0,76.5,43.6532,-79.3832,9,shoulder,3,1,budget,luxury,high,550.4,1,1.2,1037.75
city_paris,Paris,France,Europe,82.5,52.0,85.0,48.8566,2.3522,5,shoulder,5,1,mid,backpacker,high,5837.2,1,1.2,1668.91
city_rome,Rome,Italy,Europe,70.2,38.5,72.0,41.9028,12.4964,3,off-peak,21,3,budget,backpacker,medium,6889.9,3,1.0,7390.02
city_barcelona,Barcelona,Spain,Europe,62.4,36.2,60.5,41.3851,2.1734,1,off-peak,7,3,mid,explorer,low,6166.1,2,1.0,4361.25
city_amsterdam,Amsterdam,Netherlands,Europe,80.6,56.4,78.0,52.3676,4.9041,11,off-peak,5,2,budget,backpacker,high,5863.2,1,1.0,3005.37
city_prague,Prague,Czech Republic,Europe,51.3,29.8,48.2,50.0755,14.4378,7,peak,14,2,mid,luxury,low,6572.5,3,1.5,7826.48
city_vienna,Vienna,Austria,Europe,72.8,41.0,69.4,48.2082,16.3738,8,peak,7,1,mid,explorer,high,6796.3,2,1.5,2650.04
city_lisbon,Lisbon,Portugal,Europe,54.7,34.0,52.0,38.7223,-9.1393,9,shoulder,5,1,mid,explorer,high,5422.0,1,1.2,1550.48
city_athens,Athens,Greece,Europe,56.2,22.4,54.0,37.9838,23.7275,12,peak,7,4,mid,backpacker,medium,7925.3,2,1.5,7129.58
city_tokyo,Tokyo,Japan,Asia,78.5,42.6,58.0,35.6762,139.6503,8,peak,3,2,mid,luxury,medium,10851.7,1,1.5,3631.42
city_bangkok,Bangkok,Thailand,Asia,42.3,21.0,32.5,13.7563,100.5018,5,shoulder,3,4,mid,backpacker,high,13932.0,1,1.2,6827.91
city_bali,Bali,Indonesia,Asia,38.0,18.5,28.0,-8.4095,115.1889,11,off-peak,21,1,luxury,luxury,medium,16309.8,3,1.0,5004.98
city_singapore,Singapore,Singapore,Asia,89.2,75.4,72.0,1.3521,103.8198,4,shoulder,14,3,budget,luxury,low,15332.5,3,1.2,13819.84
city_istanbul,Istanbul,Turkey,Asia,44.5,24.8,41.0,41.0082,28.9784,10,shoulder,7,2,luxury,backpacker,high,8069.8,2,1.2,3694.76
city_dubai,Dubai,United Arab Emirates,Asia,76.8,58.2,70.0,25.2048,55.2708,8,peak,3,3,luxury,backpacker,low,11008.1,1,1.5,4832.44
city_mumbai,Mumbai,India,Asia,32.4,22.0,26.0,19.076,72.8777,5,shoulder,7,4,budget,backpacker,low,12538.0,2,1.2,6798.91
